Plant_ID,Alias,Alias_Type,Normalized_Alias
Aesculus pavia,Aesculus pavia,scientific,aesculus pavia
Aesculus pavia,Red Buckeye,common_name,red buckeye
Aesculus pavia,Scarlet Buckeye,common_name,scarlet buckeye
Aesculus pavia,Firecracker Plant,common_name,firecracker plant
Arbutus xalapensis,Arbutus xalapensis,scientific,arbutus xalapensis
Arbutus xalapensis,Texas Madrone,common_name,texas madrone
Carya illinoinensis,Carya illinoinensis,scientific,carya illinoinensis
Carya illinoinensis,Pecan,common_name,pecan
Cercis canadensis var. mexicana,Cercis canadensis var. mexicana,scientific,cercis canadensis var mexicana
Cercis canadensis var. mexicana,Mexican Redbud,common_name,mexican redbud
Cercis canadensis var. texensis,Cercis canadensis var. texensis,scientific,cercis canadensis var texensis
Cercis canadensis var. texensis,Texas Redbud,common_name,texas redbud
Chilopsis linearis,Chilopsis linearis,scientific,chilopsis linearis
Chilopsis linearis,Desert Willow,common_name,desert willow
Chilopsis linearis,Flowering Willow,common_name,flowering willow
Chilopsis linearis,Willow-leaved Catalpa,common_name,willow leaved catalpa
Chilopsis linearis,Willowleaf Catalpa,common_name,willowleaf catalpa
Chilopsis linearis,Bow Willow,common_name,bow willow
Chilopsis linearis,Flor De Mimbre,common_name,flor de mimbre
Chilopsis linearis,Mimbre,common_name,mimbre
Cotinus obovatus,Cotinus obovatus,scientific,cotinus obovatus
Cotinus obovatus,American Smoke Tree,common_name,american smoke tree
Cotinus obovatus,Texas Smoke Tree,common_name,texas smoke tree
Cotinus obovatus,Wild Smoke Tree,common_name,wild smoke tree
Cotinus obovatus,Smoke Tree,common_name,smoke tree
Cotinus obovatus,Smokebush,common_name,smokebush
Cotinus obovatus,Chittamwood,common_name,chittamwood
Cotinus obovatus,American Smoketree,npsot_common_name,american smoketree
Diospyros texana,Diospyros texana,scientific,diospyros texana
Diospyros texana,Texas Persimmon,common_name,texas persimmon
Diospyros texana,Mexican Persimmon,common_name,mexican persimmon
Diospyros texana,Black Persimmon,common_name,black persimmon
Diospyros texana,Chapote,common_name,chapote
Diospyros texana,Chapote Prieto,common_name,chapote prieto
Diospyros virginiana,Diospyros virginiana,scientific,diospyros virginiana
Diospyros virginiana,Common Persimmon,common_name,common persimmon
Diospyros virginiana,Eastern Persimmon,common_name,eastern persimmon
Diospyros virginiana,Possumwood,common_name,possumwood
Diospyros virginiana,Date Plum,common_name,date plum
Diospyros virginiana,Winter Plum,common_name,winter plum
Diospyros virginiana,Jove's Fruit,common_name,jove s fruit
Ehretia anacua,Ehretia anacua,scientific,ehretia anacua
Ehretia anacua,Anacua,common_name,anacua
Ehretia anacua,Sugarberry Anacua,common_name,sugarberry anacua
Ehretia anacua,Anaqua,common_name,anaqua
Ehretia anacua,Anacahuita,common_name,anacahuita
Ehretia anacua,Knockaway,common_name,knockaway
Ehretia anacua,Knackaway,common_name,knackaway
Ehretia anacua,Sandpaper Tree,common_name,sandpaper tree
Ehretia anacua,Manzanita,common_name,manzanita
Ehretia anacua,Manzanillo,common_name,manzanillo
Ehretia anacua,Tlalahuacate,common_name,tlalahuacate
Fraxinus albicans,Fraxinus albicans,scientific,fraxinus albicans
Fraxinus albicans,Texas Ash,common_name,texas ash
Fraxinus albicans,Mountain Ash,common_name,mountain ash
Fraxinus pennsylvanica,Fraxinus pennsylvanica,scientific,fraxinus pennsylvanica
Fraxinus pennsylvanica,Green Ash Tree,common_name,green ash tree
Fraxinus pennsylvanica,Water Ash,common_name,water ash
Fraxinus pennsylvanica,Green Ash,npsot_common_name,green ash
Gleditsia triacanthos,Gleditsia triacanthos,scientific,gleditsia triacanthos
Gleditsia triacanthos,Honey Locust,common_name,honey locust
Gleditsia triacanthos,Common Honey Locust,common_name,common honey locust
Gleditsia triacanthos,Thorny Common Honey Locust,common_name,thorny common honey locust
Gleditsia triacanthos,Honey Shucks Locust,common_name,honey shucks locust
Gleditsia triacanthos,Sweet Locust,common_name,sweet locust
Gleditsia triacanthos,Thorny Locust,common_name,thorny locust
Gleditsia triacanthos,Honey Shucks,common_name,honey shucks
Gleditsia triacanthos,Sweet Bean Tree,common_name,sweet bean tree
Juglans microcarpa,Juglans microcarpa,scientific,juglans microcarpa
Juglans microcarpa,Littleleaf Walnut,common_name,littleleaf walnut
Juglans microcarpa,Little walnut,common_name,little walnut
Juglans nigra,Juglans nigra,scientific,juglans nigra
Juglans nigra,Black Walnut,common_name,black walnut
Juniperus ashei,Juniperus ashei,scientific,juniperus ashei
Juniperus ashei,Ashe Juniper,common_name,ashe juniper
Juniperus virginiana,Juniperus virginiana,scientific,juniperus virginiana
Juniperus virginiana,Eastern Red Cedar,common_name,eastern red cedar
Juniperus virginiana,Eastern Redcedar,common_name,eastern redcedar
Juniperus virginiana,Virginia Juniper,common_name,virginia juniper
Juniperus virginiana,Red Juniper,common_name,red juniper
Juniperus virginiana,Pencil Cedar,common_name,pencil cedar
Juniperus virginiana,Carolina Cedar,common_name,carolina cedar
Juniperus virginiana,Red Savin,common_name,red savin
Maclura pomifera,Maclura pomifera,scientific,maclura pomifera
Maclura pomifera,Osage Orange,common_name,osage orange
Maclura pomifera,Bois d' Arc,common_name,bois d arc
Maclura pomifera,Bodark,common_name,bodark
Maclura pomifera,Horse Apple,common_name,horse apple
Maclura pomifera,Hedge Apple,common_name,hedge apple
Maclura pomifera,Bowwood,common_name,bowwood
Maclura pomifera,Yellowwood,common_name,yellowwood
Maclura pomifera,Naranjo Chino,common_name,naranjo chino
Maclura pomifera,Monkey Brains,common_name,monkey brains
Malus ioensis var. texana,Malus ioensis var. texana,scientific,malus ioensis var texana
Malus ioensis var. texana,Blanco Crabapple,common_name,blanco crabapple
Morus microphylla,Morus microphylla,scientific,morus microphylla
Morus microphylla,Texas Mulberry,common_name,texas mulberry
Morus microphylla,Littleleaf Mulberry,common_name,littleleaf mulberry
Morus microphylla,Mountain Mulberry,common_name,mountain mulberry
Morus microphylla,Mexican Mulberry,common_name,mexican mulberry
Morus microphylla,Dwarf Mulberry,common_name,dwarf mulberry
Morus rubra,Morus rubra,scientific,morus rubra
Morus rubra,Red Mulberry,common_name,red mulberry
Morus rubra,Moral,common_name,moral
Parkinsonia aculeata,Parkinsonia aculeata,scientific,parkinsonia aculeata
Parkinsonia aculeata,Retama,common_name,retama
Platanus occidentalis,Platanus occidentalis,scientific,platanus occidentalis
Platanus occidentalis,American Sycamore,common_name,american sycamore
Platanus occidentalis,Eastern Sycamore,common_name,eastern sycamore
Platanus occidentalis,American Plane Tree,common_name,american plane tree
Platanus occidentalis,Plane Tree,common_name,plane tree
Platanus occidentalis,Buttonwood,common_name,buttonwood
Platanus occidentalis,Buttonball Tree,common_name,buttonball tree
Platanus occidentalis,Sycamore,npsot_common_name,sycamore
Populus deltoides,Populus deltoides,scientific,populus deltoides
Populus deltoides,Eastern Cottonwood,common_name,eastern cottonwood
Populus deltoides,Carolina Poplar,common_name,carolina poplar
Populus deltoides,Necklace Poplar,common_name,necklace poplar
Populus deltoides,Alamo,common_name,alamo
Prunus caroliniana,Prunus caroliniana,scientific,prunus caroliniana
Prunus caroliniana,Carolina Cherry-laurel,common_name,carolina cherry laurel
Prunus caroliniana,Cherry-laurel,common_name,cherry laurel
Prunus caroliniana,Laurel Cherry,common_name,laurel cherry
Prunus caroliniana,Carolina Laurel Cherry,common_name,carolina laurel cherry
Prunus mexicana,Prunus mexicana,scientific,prunus mexicana
Prunus mexicana,Mexican Plum,common_name,mexican plum
Prunus mexicana,Bigtree Plum,common_name,bigtree plum
Prunus mexicana,Inch Plum,common_name,inch plum
Prunus serotina,Prunus serotina,scientific,prunus serotina
Prunus serotina,Black Cherry,common_name,black cherry
Prunus serotina,Wild Black Cherry,common_name,wild black cherry
Prunus serotina,Rum Cherry,common_name,rum cherry
Prunus serotina var. eximia,Prunus serotina var. eximia,scientific,prunus serotina var eximia
Prunus serotina var. eximia,Escarpment Cherry,common_name,escarpment cherry
Prunus serotina var. eximia,Escarpment Black Cherry,npsot_common_name,escarpment black cherry
Ptelea trifoliata,Ptelea trifoliata,scientific,ptelea trifoliata
Ptelea trifoliata,Wafer Ash,common_name,wafer ash
Ptelea trifoliata,Common Hoptree,common_name,common hoptree
Ptelea trifoliata,Hop Tree,common_name,hop tree
Quercus buckleyi,Quercus buckleyi,scientific,quercus buckleyi
Quercus buckleyi,Texas Red Oak,common_name,texas red oak
Quercus buckleyi,Buckley Oak,common_name,buckley oak
Quercus buckleyi,Texas Oak,common_name,texas oak
Quercus buckleyi,Spanish Oak,common_name,spanish oak
Quercus buckleyi,Spotted Oak,common_name,spotted oak
Quercus buckleyi,Rock Oak,common_name,rock oak
Quercus fusiformis,Quercus fusiformis,scientific,quercus fusiformis
Quercus fusiformis,Escarpment Live Oak,common_name,escarpment live oak
Quercus fusiformis,Plateau Live Oak,common_name,plateau live oak
Quercus fusiformis,Hill Country Live Oak,common_name,hill country live oak
Quercus fusiformis,Texas Live Oak,common_name,texas live oak
Quercus fusiformis,Scrub Live Oak,common_name,scrub live oak
Quercus fusiformis,Plateau Oak,common_name,plateau oak
Quercus fusiformis,Encino Molino,common_name,encino molino
Quercus fusiformis,Tesmoli,common_name,tesmoli
Quercus laceyi,Quercus laceyi,scientific,quercus laceyi
Quercus laceyi,Lacey Oak,common_name,lacey oak
Quercus laceyi,Texas Blue Oak,common_name,texas blue oak
Quercus laceyi,Canyon Oak,common_name,canyon oak
Quercus laceyi,Smoky Oak,common_name,smoky oak
Quercus laceyi,Rock Oak,common_name,rock oak
Quercus macrocarpa,Quercus macrocarpa,scientific,quercus macrocarpa
Quercus macrocarpa,Bur Oak,common_name,bur oak
Quercus macrocarpa,Burr Oak,common_name,burr oak
Quercus macrocarpa,Savanna Oak,common_name,savanna oak
Quercus macrocarpa,Overcup Oak,common_name,overcup oak
Quercus macrocarpa,Prairie Oak,common_name,prairie oak
Quercus macrocarpa,Mossy-cup Oak,common_name,mossy cup oak
Quercus macrocarpa,Mossy-overcup Oak,common_name,mossy overcup oak
Quercus macrocarpa,Blue Oak,common_name,blue oak
Quercus marilandica,Quercus marilandica,scientific,quercus marilandica
Quercus marilandica,Blackjack Oak,common_name,blackjack oak
Quercus marilandica,Barren Oak,common_name,barren oak
Quercus marilandica,Black Oak,common_name,black oak
Quercus marilandica,Jack Oak,common_name,jack oak
Quercus muehlenbergii,Quercus muehlenbergii,scientific,quercus muehlenbergii
Quercus muehlenbergii,Chinquapin Oak,common_name,chinquapin oak
Quercus muehlenbergii,Chinkapin Oak,npsot_common_name,chinkapin oak
Quercus shumardii,Quercus shumardii,scientific,quercus shumardii
Quercus shumardii,Shumard Oak,common_name,shumard oak
Quercus shumardii,Shumard's Oak,common_name,shumard s oak
Quercus shumardii,Shumard Red Oak,common_name,shumard red oak
Quercus shumardii,Southern Red Oak,common_name,southern red oak
Quercus shumardii,Swamp Red Oak,common_name,swamp red oak
Quercus shumardii,Spotted Oak,common_name,spotted oak
Quercus virginiana,Quercus virginiana,scientific,quercus virginiana
Quercus virginiana,Coastal Live Oak,common_name,coastal live oak
Quercus virginiana,Southern Live Oak,common_name,southern live oak
Quercus virginiana,Virginia Live Oak,common_name,virginia live oak
Quercus virginiana,Live Oak,common_name,live oak
Quercus virginiana,Encino,common_name,encino
Sabal mexicana,Sabal mexicana,scientific,sabal mexicana
Sabal mexicana,Texas Palmetto,common_name,texas palmetto
Sabal minor,Sabal minor,scientific,sabal minor
Sabal minor,Dwarf Palmetto,common_name,dwarf palmetto
Sabal minor,Bush Palmetto,common_name,bush palmetto
Sabal minor,Palmetto,common_name,palmetto
Salix nigra,Salix nigra,scientific,salix nigra
Salix nigra,Black Willow,common_name,black willow
Salix nigra,Gulf Black Willow,common_name,gulf black willow
Salix nigra,Swamp Willow,common_name,swamp willow
Salix nigra,Sauz,common_name,sauz
Sapindus saponaria var. drummondii,Sapindus saponaria var. drummondii,scientific,sapindus saponaria var drummondii
Sapindus saponaria var. drummondii,Wingleaf Soapberry,common_name,wingleaf soapberry
Sapindus saponaria var. drummondii,Soapberry,common_name,soapberry
Sapindus saponaria var. drummondii,Wild China Tree,common_name,wild china tree
Sideroxylon lanuginosum,Sideroxylon lanuginosum,scientific,sideroxylon lanuginosum
Sideroxylon lanuginosum,Gum Bumelia,common_name,gum bumelia
Sideroxylon lanuginosum,Gum Bully,common_name,gum bully
Sideroxylon lanuginosum,Woollybucket Bumelia,common_name,woollybucket bumelia
Sideroxylon lanuginosum,Woolly Bumelia,common_name,woolly bumelia
Sideroxylon lanuginosum,Gum Woollybucket,common_name,gum woollybucket
Sideroxylon lanuginosum,Woolly Buckthorn,common_name,woolly buckthorn
Sideroxylon lanuginosum,Chittamwood,common_name,chittamwood
Sideroxylon lanuginosum,Shittamwood,common_name,shittamwood
Sideroxylon lanuginosum,Gum Elastic,common_name,gum elastic
Sideroxylon lanuginosum,Coma,common_name,coma
Sideroxylon lanuginosum,Black Haw,common_name,black haw
Styphnolobium affine,Styphnolobium affine,scientific,styphnolobium affine
Styphnolobium affine,Eve's Necklace,common_name,eve s necklace
Styphnolobium affine,Eve's Necklacepod,common_name,eve s necklacepod
Styphnolobium affine,Texas Sophora,common_name,texas sophora
Styphnolobium affine,Pink Sophora,common_name,pink sophora
Styphnolobium affine,Necklace Tree,common_name,necklace tree
Taxodium distichum,Taxodium distichum,scientific,taxodium distichum
Taxodium distichum,Bald Cypress,common_name,bald cypress
Taxodium distichum,Baldcypress,common_name,baldcypress
Taxodium distichum,Common Bald Cypress,common_name,common bald cypress
Taxodium distichum,Southern Bald Cypress,common_name,southern bald cypress
Taxodium distichum,Deciduous Cypress,common_name,deciduous cypress
Taxodium distichum,Southern Cypress,common_name,southern cypress
Taxodium distichum,Swamp Cypress,common_name,swamp cypress
Taxodium distichum,Red Cypress,common_name,red cypress
Taxodium distichum,White Cypress,common_name,white cypress
Taxodium distichum,Yellow Cypress,common_name,yellow cypress
Taxodium distichum,Gulf Cypress,common_name,gulf cypress
Taxodium distichum,Tidewater Red Cypress,common_name,tidewater red cypress
Tilia americana,Tilia americana,scientific,tilia americana
Tilia americana,American Basswood,common_name,american basswood
Tilia americana,American Linden,common_name,american linden
Tilia americana,Lime Tree,common_name,lime tree
Tilia americana,Bee Tree,common_name,bee tree
Ulmus americana,Ulmus americana,scientific,ulmus americana
Ulmus americana,American Elm,common_name,american elm
Ulmus americana,White Elm,common_name,white elm
Ulmus americana,Soft Elm,common_name,soft elm
Ulmus americana,Water Elm,common_name,water elm
Ulmus americana,Common Elm,common_name,common elm
Ulmus crassifolia,Ulmus crassifolia,scientific,ulmus crassifolia
Ulmus crassifolia,Cedar Elm,common_name,cedar elm
Ulmus crassifolia,Fall Elm,common_name,fall elm
Ulmus crassifolia,Basket Elm,common_name,basket elm
Ulmus crassifolia,Scrub Elm,common_name,scrub elm
Ulmus crassifolia,Lime Elm,common_name,lime elm
Ulmus crassifolia,Texas Elm,common_name,texas elm
Ulmus crassifolia,Southern Rock Elm,common_name,southern rock elm
Ulmus crassifolia,Olmo,common_name,olmo
Ungnadia speciosa,Ungnadia speciosa,scientific,ungnadia speciosa
Ungnadia speciosa,Mexican Buckeye,common_name,mexican buckeye
Ungnadia speciosa,Monilla,common_name,monilla
Acleisanthes obtusa,Acleisanthes obtusa,scientific,acleisanthes obtusa
Acleisanthes obtusa,Berlandier's Trumpet,common_name,berlandier s trumpet
Campsis radicans,Campsis radicans,scientific,campsis radicans
Campsis radicans,Trumpet Creeper,common_name,trumpet creeper
Campsis radicans,Trumpet Vine,common_name,trumpet vine
Campsis radicans,Common Trumpet Creeper,common_name,common trumpet creeper
Campsis radicans,Cow Vine,common_name,cow vine
Campsis radicans,Foxglove Vine,common_name,foxglove vine
Campsis radicans,Hellvine,common_name,hellvine
Campsis radicans,Devil's Shoestring,common_name,devil s shoestring
Campsis radicans,Trumpet Creeper Vine,npsot_common_name,trumpet creeper vine
Clematis drummondii,Clematis drummondii,scientific,clematis drummondii
Clematis drummondii,Old Man's Beard,common_name,old man s beard
Clematis drummondii,Texas Virgin's Bower,npsot_common_name,texas virgin s bower
Clematis pitcheri,Clematis pitcheri,scientific,clematis pitcheri
Clematis pitcheri,Purple Leatherflower,common_name,purple leatherflower
Clematis pitcheri,Purple Clematis,common_name,purple clematis
Clematis pitcheri,Leatherflower,common_name,leatherflower
Clematis pitcheri,Bluebill,common_name,bluebill
Clematis pitcheri,Bellflower Clematis,common_name,bellflower clematis
Clematis pitcheri,Pitcher's Clematis,common_name,pitcher s clematis
Clematis texensis,Clematis texensis,scientific,clematis texensis
Clematis texensis,Scarlet Clematis,common_name,scarlet clematis
Clematis texensis,Scarlet Leatherflower,common_name,scarlet leatherflower
Clematis texensis,Texas Clematis,common_name,texas clematis
Cocculus carolinus,Cocculus carolinus,scientific,cocculus carolinus
Cocculus carolinus,Carolina Snailseed,common_name,carolina snailseed
Cynanchum barbigerum,Cynanchum barbigerum,scientific,cynanchum barbigerum
Cynanchum barbigerum,Cynanchum,common_name,cynanchum
Cynanchum barbigerum,Bearded Swallow-wort,common_name,bearded swallow wort
Cynanchum barbigerum,Thicket Threadvine,common_name,thicket threadvine
Funastrum cynanchoides,Funastrum cynanchoides,scientific,funastrum cynanchoides
Funastrum cynanchoides,Fringed Twinevine,common_name,fringed twinevine
Funastrum cynanchoides,Climbing Milkweed Vine,common_name,climbing milkweed vine
Funastrum cynanchoides,Twine-vine,common_name,twine vine
Lonicera albiflora,Lonicera albiflora,scientific,lonicera albiflora
Lonicera albiflora,Western White Honeysuckle,common_name,western white honeysuckle
Lonicera albiflora,White Shrub Honeysuckle,common_name,white shrub honeysuckle
Lonicera albiflora,White Bush Honeysuckle,common_name,white bush honeysuckle
Lonicera albiflora,White Limestone Honeysuckle,common_name,white limestone honeysuckle
Lonicera albiflora,Texas Honeysuckle,common_name,texas honeysuckle
Lonicera albiflora,White Honeysuckle,common_name,white honeysuckle
Lonicera sempervirens,Lonicera sempervirens,scientific,lonicera sempervirens
Lonicera sempervirens,Coral Honeysuckle,common_name,coral honeysuckle
Lonicera sempervirens,Trumpet Honeysuckle,common_name,trumpet honeysuckle
Lonicera sempervirens,Woodbine,common_name,woodbine
Matelea biflora,Matelea biflora,scientific,matelea biflora
Matelea biflora,Star Milkvine,common_name,star milkvine
Matelea biflora,Purple Milkweed Vine,common_name,purple milkweed vine
Matelea reticulata,Matelea reticulata,scientific,matelea reticulata
Matelea reticulata,Pearl Milkweed Vine,common_name,pearl milkweed vine
Matelea reticulata,Netted Milkvine,common_name,netted milkvine
Matelea reticulata,Green Milkweed Vine,common_name,green milkweed vine
Matelea reticulata,Net Vein Milkvine,common_name,net vein milkvine
Maurandella antirrhiniflora,Maurandella antirrhiniflora,scientific,maurandella antirrhiniflora
Maurandella antirrhiniflora,Snapdragon Vine,common_name,snapdragon vine
Maurandella antirrhiniflora,Roving Sailor,common_name,roving sailor
Maurandella antirrhiniflora,Climbing Snapdragon,common_name,climbing snapdragon
Maurandella antirrhiniflora,Little Snapdragon Vine,common_name,little snapdragon vine
Merremia dissecta,Merremia dissecta,scientific,merremia dissecta
Merremia dissecta,Alamo Vine,common_name,alamo vine
Merremia dissecta,Noyau Vine,common_name,noyau vine
Merremia dissecta,Correhuela De Las Doce,common_name,correhuela de las doce
Parthenocissus quinquefolia,Parthenocissus quinquefolia,scientific,parthenocissus quinquefolia
Parthenocissus quinquefolia,Virginia Creeper,common_name,virginia creeper
Passiflora affinis,Passiflora affinis,scientific,passiflora affinis
Passiflora affinis,Yellow Passionflower,common_name,yellow passionflower
Passiflora affinis,Bracted Passionflower,common_name,bracted passionflower
Passiflora foetida,Passiflora foetida,scientific,passiflora foetida
Passiflora foetida,Corona De Cristo,common_name,corona de cristo
Passiflora foetida,Fetid Passionflower,common_name,fetid passionflower
Passiflora tenuiloba,Passiflora tenuiloba,scientific,passiflora tenuiloba
Passiflora tenuiloba,Slenderlobe Passionflower,common_name,slenderlobe passionflower
Passiflora tenuiloba,Birdwing Passionflower,common_name,birdwing passionflower
Vitis mustangensis,Vitis mustangensis,scientific,vitis mustangensis
Vitis mustangensis,Mustang Grape,common_name,mustang grape
Juncus texanus,Juncus texanus,scientific,juncus texanus
Juncus texanus,Texas Rush,common_name,texas rush
Leptochloa dubia,Leptochloa dubia,scientific,leptochloa dubia
Leptochloa dubia,Green Sprangletop,common_name,green sprangletop
Muhlenbergia dubia,Muhlenbergia dubia,scientific,muhlenbergia dubia
Muhlenbergia dubia,Pine Muhly,common_name,pine muhly
Simsia calva,Simsia calva,scientific,simsia calva
Simsia calva,Awnless Bushsunflower,common_name,awnless bushsunflower
Simsia calva,Bush Sunflower,npsot_common_name,bush sunflower
Plectocephalus americanus,Plectocephalus americanus,scientific,plectocephalus americanus
Plectocephalus americanus,American Basket-flower,common_name,american basket flower
Plectocephalus americanus,American Basketflower,npsot_common_name,american basketflower
